trade_id,direction,entry_time,entry_price,exit_time,exit_price,close_reason,hold_bars,gross_pnl,fee,net_pnl,pnl_pct
0,short,2026-02-18 17:00:00,1.4557088,2026-02-19 16:00:00,1.38292336,TP,23,498.1,0.0,498.1,4.981
1,short,2026-02-19 23:00:00,1.4057188,2026-02-20 02:00:00,1.426804582,SL,3,-159.6026,0.0,-159.6026,-1.5203
2,short,2026-02-20 12:00:00,1.404719,2026-02-20 15:00:00,1.4257897849999999,SL,3,-157.1762,0.0,-157.1762,-1.5203
3,long,2026-02-21 05:00:00,1.4282856,2026-02-22 12:00:00,1.409,SIGNAL,31,-139.4833,0.0,-139.4833,-1.37
4,short,2026-02-23 00:00:00,1.364727,2026-02-23 09:00:00,1.3851979049999998,SL,9,-152.6661,0.0,-152.6661,-1.5203
5,long,2026-02-26 05:00:00,1.4482895999999998,2026-02-26 14:00:00,1.4265652559999997,SL,9,-150.2857,0.0,-150.2857,-1.5197
6,short,2026-02-28 02:00:00,1.3617276,2026-02-28 06:00:00,1.29364122,TP,4,485.0939,0.0,485.0939,4.981
7,short,2026-03-02 07:00:00,1.3467306,2026-03-02 14:00:00,1.366931559,SL,7,-155.4352,0.0,-155.4352,-1.5203
8,short,2026-03-03 21:00:00,1.3557288,2026-03-04 07:00:00,1.376064732,SL,10,-153.0721,0.0,-153.0721,-1.5203
9,long,2026-03-05 15:00:00,1.4172834,2026-03-05 16:00:00,1.396024149,SL,1,-150.6854,0.0,-150.6854,-1.5197
10,short,2026-03-06 10:00:00,1.4027194,2026-03-08 10:00:00,1.368,TIME,48,239.7885,0.0,239.7885,2.4556
11,short,2026-03-08 23:00:00,1.3397320000000001,2026-03-09 00:00:00,1.35982798,SL,1,-152.0996,0.0,-152.0996,-1.5203
12,short,2026-03-09 05:00:00,1.354729,2026-03-09 19:00:00,1.3750499349999998,SL,14,-149.7872,0.0,-149.7872,-1.5203
13,long,2026-03-10 01:00:00,1.3722744,2026-03-10 15:00:00,1.44088812,TP,14,483.0969,0.0,483.0969,4.979
14,long,2026-03-11 14:00:00,1.3922784,2026-03-12 02:00:00,1.3713942239999999,SL,12,-154.7934,0.0,-154.7934,-1.5197
15,short,2026-03-12 15:00:00,1.3787242,2026-03-13 00:00:00,1.399405063,SL,9,-152.5012,0.0,-152.5012,-1.5203
16,short,2026-03-14 18:00:00,1.3917216,2026-03-15 02:00:00,1.4125974239999997,SL,8,-150.1827,0.0,-150.1827,-1.5203
17,long,2026-03-15 09:00:00,1.415283,2026-03-16 07:00:00,1.48604715,TP,22,484.3725,0.0,484.3725,4.979
18,short,2026-03-18 23:00:00,1.4647070000000002,2026-03-20 07:00:00,1.444,FORCE,32,142.3661,0.0,142.3661,1.394
